Title,Year,Genres,Production Country,Budget,Revenue,Popularity,Vote Average
Double Jeopardy,1999,"Crime, Drama, Mystery, Thriller", United States of America,70000000,177841558,10876463,6.2
Who Framed Roger Rabbit,1988,"Fantasy, Animation, Comedy, Crime, Family",United States of America,70000000,329803958,1678596,7.2
Hook,1991,"Adventure, Fantasy, Comedy, Family",United States of America,70000000,300854823,14508137,6.7
What Women Want,2000,"Comedy, Romance",United States of America,70000000,374111707,9963079,6.1
Dr. Dolittle 2,2001,"Comedy, Family, Romance, Fantasy",United States of America,70000000,176104344,7906683,4.9
Hart's War,2002,"Drama, War",United States of America,70000000,32287044,14116474,5.9
Bad Company,2002,"Action, Adventure, Comedy, Thriller",United States of America,70000000,65977295,9540021,5.4
xXx,2002,"Action, Adventure, Thriller",United States of America,70000000,277448382,12722381,5.8
Ballistic: Ecks vs. Sever,2002,"Action, Adventure, Thriller",Germany,70000000,19924033,9094558,4.3
Ballistic: Ecks vs. Sever,2002,"Action, Adventure, Thriller", United States of America,70000000,19924033,9094558,4.3
I Spy,2002,"Action, Adventure, Comedy, Thriller",United States of America,70000000,33561137,10404277,5.2
Tears of the Sun,2003,"Action, Drama, War",United States of America,70000000,85632458,10614987,6.4
Big Fish,2003,"Adventure, Fantasy, Drama",United States of America,70000000,122919055,14739983,7.6
Man on Fire,2004,"Action, Drama, Thriller, Crime",United Kingdom,70000000,130293714,9635691,7.3
Man on Fire,2004,"Action, Drama, Thriller, Crime", United States of America,70000000,130293714,9635691,7.3
AVP: Alien vs. Predator,2004,"Adventure, Science Fiction, Action",Canada,70000000,171183863,12636205,5.6
AVP: Alien vs. Predator,2004,"Adventure, Science Fiction, Action", Czech Republic,70000000,171183863,12636205,5.6
AVP: Alien vs. Predator,2004,"Adventure, Science Fiction, Action", Germany,70000000,171183863,12636205,5.6
AVP: Alien vs. Predator,2004,"Adventure, Science Fiction, Action", United Kingdom,70000000,171183863,12636205,5.6
AVP: Alien vs. Predator,2004,"Adventure, Science Fiction, Action", United States of America,70000000,171183863,12636205,5.6
Sky Captain and the World of Tomorrow,2004,"Mystery, Action, Thriller, Science Fiction, Adventure",United Kingdom,70000000,57958696,964113,5.7
Sky Captain and the World of Tomorrow,2004,"Mystery, Action, Thriller, Science Fiction, Adventure", United States of America,70000000,57958696,964113,5.7
The Phantom of the Opera,2004,"Music, Thriller, Drama, Romance",United Kingdom,70000000,154648887,7682562,7
The Phantom of the Opera,2004,"Music, Thriller, Drama, Romance", United States of America,70000000,154648887,7682562,7
Hitch,2005,"Comedy, Drama, Romance",United States of America,70000000,368100420,1335076,6.3
Munich,2005,"Drama, Action, History, Thriller",Canada,70000000,130358911,9668761,7
Munich,2005,"Drama, Action, History, Thriller", United States of America,70000000,130358911,9668761,7
Munich,2005,"Drama, Action, History, Thriller", France,70000000,130358911,9668761,7
Rumor Has It...,2005,Comedy,United States of America,70000000,88933562,6158212,5.3
Basic Instinct 2,2006,"Crime, Mystery, Thriller",Germany,70000000,38629478,15321902,4.6
Basic Instinct 2,2006,"Crime, Mystery, Thriller", United Kingdom,70000000,38629478,15321902,4.6
Basic Instinct 2,2006,"Crime, Mystery, Thriller", United States of America,70000000,38629478,15321902,4.6
The Guardian,2006,"Action, Adventure, Drama",United States of America,70000000,55011732,10031817,6.8
Dreamgirls,2006,Drama,United States of America,70000000,154937680,7739633,6.6
Next,2007,"Action, Science Fiction, Thriller",United States of America,70000000,76066841,941746,5.9
Stardust,2007,"Adventure, Fantasy, Romance, Family",Iceland,70000000,135560026,14784525,7.2
Stardust,2007,"Adventure, Fantasy, Romance, Family", United Kingdom,70000000,135560026,14784525,7.2
Stardust,2007,"Adventure, Fantasy, Romance, Family", United States of America,70000000,135560026,14784525,7.2
The Bourne Ultimatum,2007,"Action, Drama, Mystery, Thriller",Germany,70000000,442824138,18173269,7.3
The Bourne Ultimatum,2007,"Action, Drama, Mystery, Thriller", United States of America,70000000,442824138,18173269,7.3
The Kingdom,2007,"Thriller, Action, Drama",Germany,70000000,86658558,13842333,6.5
The Kingdom,2007,"Thriller, Action, Drama", United States of America,70000000,86658558,13842333,6.5
The Brave One,2007,"Crime, Drama, Thriller",United States of America,70000000,69766619,118027,6.4
Beowulf,2007,"Adventure, Action, Animation",United States of America,70000000,195735876,9951195,5.5
Dragon Wars: D-War,2007,"Fantasy, Drama, Horror, Action, Thriller, Science Fiction",South Korea,70000000,53587404,6280906,4
Fool's Gold,2008,"Romance, Comedy, Adventure",United States of America,70000000,111231041,94548,5.4
Babylon A.D.,2008,"Action, Adventure, Science Fiction, Thriller",France,70000000,72108608,9273808,5.4
Babylon A.D.,2008,"Action, Adventure, Science Fiction, Thriller", United Kingdom,70000000,72108608,9273808,5.4
Body of Lies,2008,"Action, Drama, Thriller",United States of America,70000000,113280098,12886125,6.5
Body of Lies,2008,"Action, Drama, Thriller", United Kingdom,70000000,113280098,12886125,6.5
Yes Man,2008,Comedy,United States of America,70000000,225990978,9756289,6.4
Inglourious Basterds,2009,"Drama, Action, Thriller, War",Germany,70000000,319131050,1689564,7.9
Inglourious Basterds,2009,"Drama, Action, Thriller, War", United States of America,70000000,319131050,1689564,7.9
Couples Retreat,2009,"Comedy, Romance",United States of America,70000000,171844840,15152577,5.3
Planet 51,2009,"Science Fiction, Animation, Family, Comedy, Adventure",Spain,70000000,104945765,1044244,5.6
Planet 51,2009,"Science Fiction, Animation, Family, Comedy, Adventure", United Kingdom,70000000,104945765,1044244,5.6
Planet 51,2009,"Science Fiction, Animation, Family, Comedy, Adventure", United States of America,70000000,104945765,1044244,5.6
The Saint,1997,"Thriller, Action, Romance, Science Fiction, Adventure",United States of America,68000000,118063304,1097633,5.9
Mystery Men,1999,"Adventure, Fantasy, Action, Comedy, Science Fiction",United States of America,68000000,29762011,10466306,5.7
Enemy at the Gates,2001,War,Ireland,68000000,96976270,10704813,7.2
Enemy at the Gates,2001,War, United States of America,68000000,96976270,10704813,7.2
Enemy at the Gates,2001,War, Germany,68000000,96976270,10704813,7.2
Enemy at the Gates,2001,War, United Kingdom,68000000,96976270,10704813,7.2
The Score,2001,"Action, Crime, Thriller",Germany,68000000,71069884,14741992,6.7
The Score,2001,"Action, Crime, Thriller", United States of America,68000000,71069884,14741992,6.7
Vanilla Sky,2001,"Drama, Mystery, Romance, Science Fiction, Thriller",United States of America,68000000,203388341,10071057,6.5
The Sum of All Fears,2002,"Thriller, Action, Drama",United States of America,68000000,193000000,9268136,5.9
Dreamcatcher,2003,"Drama, Horror, Science Fiction, Thriller",United States of America,68000000,75715436,7694847,5.2
Last Man Standing,1996,"Action, Crime, Drama, Thriller",United States of America,67000000,47267001,11845918,6.2
The Last Legion,2007,"Action, Adventure, Fantasy, War",United Kingdom,67000000,25303038,8920545,5
The Last Legion,2007,"Action, Adventure, Fantasy, War", Italy,67000000,25303038,8920545,5
The Last Legion,2007,"Action, Adventure, Fantasy, War", France,67000000,25303038,8920545,5
The Last Legion,2007,"Action, Adventure, Fantasy, War", Tunisia,67000000,25303038,8920545,5
The X Files,1998,"Mystery, Science Fiction, Thriller",Canada,66000000,189198313,12311615,6.6
The X Files,1998,"Mystery, Science Fiction, Thriller", United States of America,66000000,189198313,12311615,6.6
Entrapment,1999,"Romance, Drama, Mystery",United Kingdom,66000000,212404396,1062333,6
Entrapment,1999,"Romance, Drama, Mystery", United States of America,66000000,212404396,1062333,6
Hellboy,2004,"Fantasy, Action, Science Fiction",United States of America,66000000,99318987,13206854,6.5
Jumanji,1995,"Adventure, Fantasy, Family",United States of America,65000000,262797249,17015539,6.9
The Long Kiss Goodnight,1996,"Crime, Action, Mystery, Thriller",United States of America,65000000,89456761,14482345,6.4
I Still Know What You Did Last Summer,1998,"Horror, Mystery, Thriller",United States of America,65000000,40002112,11023042,5.1
You've Got Mail,1998,"Comedy, Romance",United States of America,65000000,250821495,10237996,6.3
My Favorite Martian,1999,"Comedy, Drama, Family, Science Fiction",United States of America,65000000,36850101,1265102,5.1
Eyes Wide Shut,1999,"Mystery, Drama",United Kingdom,65000000,162091208,13268484,7.1
Eyes Wide Shut,1999,"Mystery, Drama", United States of America,65000000,162091208,13268484,7.1
Blue Streak,1999,"Action, Comedy, Crime",Germany,65000000,117758500,6229424,6.1
Blue Streak,1999,"Action, Comedy, Crime", United States of America,65000000,117758500,6229424,6.1
Total Recall,1990,"Action, Adventure, Science Fiction",United States of America,65000000,261317921,12954444,7.1
The Kid,2000,"Fantasy, Comedy, Family",United States of America,65000000,69700000,15045725,6
Space Cowboys,2000,"Action, Adventure, Thriller",United States of America,65000000,128884132,745761,6.3
A Knight's Tale,2001,"Adventure, Drama, Romance, Action",United States of America,65000000,117487473,1090061,6.6
The Santa Clause 2,2002,"Fantasy, Comedy, Family",United States of America,65000000,172855065,5205729,5.5
Hudson Hawk,1991,"Action, Adventure, Comedy",United States of America,65000000,17218080,9782014,5.4
Collateral,2004,"Drama, Crime, Thriller",United States of America,65000000,217764291,13455112,7
Blade: Trinity,2004,"Science Fiction, Action, Horror, Thriller, Adventure, Fantasy",United States of America,65000000,128905366,18860681,5.7
Zathura: A Space Adventure,2005,"Family, Fantasy, Science Fiction, Adventure",United States of America,65000000,64321501,10695639,6.1
We Are Marshall,2006,Drama,United States of America,65000000,43545364,5401746,6.7
Zodiac,2007,"Crime, Drama, Mystery, Thriller",United States of America,65000000,84785914,19083823,7.3
300,2006,"Action, Adventure, War",United States of America,65000000,422610419,18108408,7
Sex and the City,2008,"Comedy, Drama, Romance",United States of America,65000000,415252786,9170332,6
Step Brothers,2008,Comedy,United States of America,65000000,128107642,8579638,6.5
Astro Boy,2009,"Animation, Action, Family, Science Fiction",Hong Kong,65000000,44091067,13293466,6.1
Astro Boy,2009,"Animation, Action, Family, Science Fiction", Japan,65000000,44091067,13293466,6.1
Astro Boy,2009,"Animation, Action, Family, Science Fiction", United States of America,65000000,44091067,13293466,6.1
The Lovely Bones,2009,"Fantasy, Drama",United Kingdom,65000000,93525586,12738789,6.6
The Lovely Bones,2009,"Fantasy, Drama", New Zealand,65000000,93525586,12738789,6.6
The Lovely Bones,2009,"Fantasy, Drama", United States of America,65000000,93525586,12738789,6.6
Random Hearts,1999,"Drama, Romance",United States of America,64000000,74608570,4140398,5.3
Little Man,2006,"Comedy, Crime",United States of America,64000000,101595121,7067602,5.3
Get Carter,2000,"Action, Drama, Thriller, Crime",United States of America,63600000,19412993,6047757,4.8
Wyatt Earp,1994,"Drama, Action, Western",United States of America,63000000,25052000,9277147,6.5
Jurassic Park,1993,"Adventure, Science Fiction",United States of America,63000000,920100000,8863776,7.6
Rambo III,1988,"Action, Adventure, Thriller, War",United States of America,63000000,189015611,11624866,5.7
The Matrix,1999,"Action, Science Fiction",Australia,63000000,463517383,33366332,7.9
The Matrix,1999,"Action, Science Fiction", United States of America,63000000,463517383,33366332,7.9
Fight Club,1999,Drama,Germany,63000000,100853753,63869599,8.3
Fight Club,1999,Drama, United States of America,63000000,100853753,63869599,8.3
Austin Powers in Goldmember,2002,"Comedy, Crime, Science Fiction",United States of America,63000000,296655431,8786653,5.9
World Trade Center,2006,"Drama, History, Thriller",United States of America,63000000,162945894,13332102,5.9
The American President,1995,"Comedy, Drama, Romance",United States of America,62000000,107879496,6318445,6.5
Clear and Present Danger,1994,"Action, Drama, Thriller",United States of America,62000000,215887717,7513245,6.4
Lolita,1997,"Drama, Romance",France,62000000,1060056,10618141,7
Lolita,1997,"Drama, Romance", United States of America,62000000,1060056,10618141,7
U-571,2000,"Action, Drama, Thriller, War",France,62000000,127666415,7879924,6.1
U-571,2000,"Action, Drama, Thriller, War", United States of America,62000000,127666415,7879924,6.1
3000 Miles to Graceland,2001,"Action, Adventure, Comedy, Thriller, Crime",United States of America,62000000,18720175,476448,5.8
Matchstick Men,2003,"Comedy, Drama, Crime, Thriller",United States of America,62000000,65565672,5539265,6.9
Æon Flux,2005,"Action, Science Fiction",United States of America,62000000,52304001,12201912,5.4
The Love Guru,2008,"Comedy, Romance",United States of America,62000000,41819064,6258666,4.3
The Love Guru,2008,"Comedy, Romance", United Kingdom,62000000,41819064,6258666,4.3
The Love Guru,2008,"Comedy, Romance", Germany,62000000,41819064,6258666,4.3
Shooter,2007,"Action, Drama, Mystery, Thriller, Crime",United States of America,61000000,95696996,14246918,6.9
Perfect Stranger,2007,"Crime, Drama, Mystery, Thriller",United States of America,60795000,73090611,9925255,5.4
Heat,1995,"Action, Crime, Drama, Thriller",United States of America,60000000,187436818,17924927,7.7
Money Train,1995,"Action, Comedy, Crime",United States of America,60000000,35431113,7337906,5.4
Under Siege 2: Dark Territory,1995,"Action, Thriller",United States of America,60000000,104324083,7490247,5.6
Interview with the Vampire,1994,"Horror, Romance",United States of America,60000000,223664608,11970205,7.2
Junior,1994,"Comedy, Family, Romance",United States of America,60000000,37000000,6710215,4.7
The Relic,1997,"Horror, Mystery, Thriller",Germany,60000000,33956608,7699967,5.8
The Relic,1997,"Horror, Mystery, Thriller", Japan,60000000,33956608,7699967,5.8
The Relic,1997,"Horror, Mystery, Thriller", New Zealand,60000000,33956608,7699967,5.8
The Relic,1997,"Horror, Mystery, Thriller", United Kingdom,60000000,33956608,7699967,5.8
The Relic,1997,"Horror, Mystery, Thriller", United States of America,60000000,33956608,7699967,5.8
Days of Thunder,1990,Adventure,United States of America,60000000,157920733,7046753,5.9
Jingle All the Way,1996,"Family, Comedy",United States of America,60000000,129832389,7898202,5.5
Event Horizon,1997,"Horror, Science Fiction, Mystery",United Kingdom,60000000,26673242,11335072,6.4
Event Horizon,1997,"Horror, Science Fiction, Mystery", United States of America,60000000,26673242,11335072,6.4
Fire Down Below,1997,"Action, Adventure, Crime, Thriller",United States of America,60000000,16000000,783099,5
The Truman Show,1998,"Comedy, Drama",United States of America,60000000,264118201,13155901,7.8
The Jackal,1997,"Action, Thriller, Adventure, Crime",United States of America,60000000,159330280,11131917,6.1
The Horse Whisperer,1998,"Drama, Romance",United States of America,60000000,186883563,7685548,6.7
U.S. Marshals,1998,"Thriller, Crime, Action",United States of America,60000000,102367405,8462364,6.2
A Perfect Murder,1998,"Crime, Thriller, Drama",United States of America,60000000,128038368,9430812,6.3
The Avengers,1998,Thriller,United States of America,60000000,48585416,9562953,4.4
Antz,1998,"Adventure, Animation, Comedy, Family",United States of America,60000000,171757863,16025625,6
Psycho,1998,"Horror, Mystery, Thriller",United States of America,60000000,37141130,6715898,4.8
The General's Daughter,1999,"Crime, Drama, Mystery, Thriller",Germany,60000000,149705852,14039655,6.1
The General's Daughter,1999,"Crime, Drama, Mystery, Thriller", United States of America,60000000,149705852,14039655,6.1
Deep Blue Sea,1999,"Action, Science Fiction, Thriller",Australia,60000000,73648228,7493615,5.6
Deep Blue Sea,1999,"Action, Science Fiction, Thriller", United States of America,60000000,73648228,7493615,5.6
The Messenger: The Story of Joan of Arc,1999,"Adventure, Drama, Action, History, War",France,60000000,66976317,9471838,6.2
The Green Mile,1999,"Fantasy, Drama, Crime",United States of America,60000000,284600000,1996678,8.2
Far and Away,1992,"Adventure, Drama, Romance, Western",United States of America,60000000,137783840,7472753,6.3
Rules of Engagement,2000,"Action, Adventure, Drama, History, War",United States of America,60000000,71000000,10278274,6
Almost Famous,2000,"Drama, Music",United States of America,60000000,47383689,9086699,7.4
15 Minutes,2001,"Action, Crime, Thriller",Germany,60000000,56359980,12149946,5.7
15 Minutes,2001,"Action, Crime, Thriller", United States of America,60000000,56359980,12149946,5.7
Along Came a Spider,2001,"Crime, Mystery, Thriller, Action",Canada,60000000,105178561,13214068,6.1
Along Came a Spider,2001,"Crime, Mystery, Thriller, Action", Germany,60000000,105178561,13214068,6.1
Along Came a Spider,2001,"Crime, Mystery, Thriller, Action", United States of America,60000000,105178561,13214068,6.1
Shrek,2001,"Adventure, Animation, Comedy, Family, Fantasy",United States of America,60000000,484409218,17987728,7.3
Cats & Dogs,2001,"Comedy, Family",United States of America,60000000,93375151,8142251,5
A Beautiful Mind,2001,"Drama, Romance",United States of America,60000000,313542341,1193646,7.7
Dragonfly,2002,Drama,Germany,60000000,52322400,4924078,6.2
Dragonfly,2002,Drama, United States of America,60000000,52322400,4924078,6.2
The Scorpion King,2002,"Action, Fantasy, Adventure",United States of America,60000000,165333180,9488117,5.3
The Scorpion King,2002,"Action, Fantasy, Adventure", Germany,60000000,165333180,9488117,5.3
The Scorpion King,2002,"Action, Fantasy, Adventure", Belgium,60000000,165333180,9488117,5.3
The Bourne Identity,2002,"Action, Drama, Mystery, Thriller",United States of America,60000000,214034224,21040126,7.3
The Bourne Identity,2002,"Action, Drama, Mystery, Thriller", Germany,60000000,214034224,21040126,7.3
The Bourne Identity,2002,"Action, Drama, Mystery, Thriller", Czech Republic,60000000,214034224,21040126,7.3
Reign of Fire,2002,"Adventure, Action, Fantasy",Ireland,60000000,43061982,13067306,6
Reign of Fire,2002,"Adventure, Action, Fantasy", United Kingdom,60000000,43061982,13067306,6
Reign of Fire,2002,"Adventure, Action, Fantasy", United States of America,60000000,43061982,13067306,6
Analyze That,2002,"Comedy, Crime",Australia,60000000,55003135,9927412,5.7
Analyze That,2002,"Comedy, Crime", United States of America,60000000,55003135,9927412,5.7
Star Trek: Nemesis,2002,"Science Fiction, Action, Adventure, Thriller",United States of America,60000000,67312826,11367801,6.1
Two Weeks Notice,2002,"Comedy, Romance",Australia,60000000,93354918,7738531,5.9
Two Weeks Notice,2002,"Comedy, Romance", United States of America,60000000,93354918,7738531,5.9
The Core,2003,"Action, Thriller, Adventure, Science Fiction",United States of America,60000000,74208267,11664861,5.5
The Core,2003,"Action, Thriller, Adventure, Science Fiction", Canada,60000000,74208267,11664861,5.5
The Core,2003,"Action, Thriller, Adventure, Science Fiction", Germany,60000000,74208267,11664861,5.5
Daddy Day Care,2003,"Comedy, Family",United States of America,60000000,164433867,6504927,5.6
The Italian Job,2003,"Action, Crime",United Kingdom,60000000,176070171,13995044,6.6
The Italian Job,2003,"Action, Crime", United States of America,60000000,176070171,13995044,6.6
Sinbad: Legend of the Seven Seas,2003,"Family, Animation, Adventure",United States of America,60000000,26288320,8388773,6.6
Intolerable Cruelty,2003,"Crime, Comedy, Romance",United States of America,60000000,119940815,13469862,5.8
Runaway Jury,2003,"Drama, Thriller",United States of America,60000000,80154140,8810961,6.9
Paycheck,2003,"Action, Adventure, Mystery, Science Fiction, Thriller",Canada,60000000,96269812,12571789,5.9
Paycheck,2003,"Action, Adventure, Mystery, Science Fiction, Thriller", United States of America,60000000,96269812,12571789,5.9
Starsky & Hutch,2004,"Comedy, Crime",United States of America,60000000,170268750,10776138,5.6
The Terminal,2004,"Comedy, Drama",United States of America,60000000,219417255,14092373,7.1
The Village,2004,"Drama, Mystery, Thriller",United States of America,60000000,256697520,8172707,6.2
Ladder 49,2004,"Drama, Action, Thriller",United States of America,60000000,74541707,7650411,6.2
Alfie,2004,Comedy,United Kingdom,60000000,13395939,10411608,5.5
Alfie,2004,Comedy, United States of America,60000000,13395939,10411608,5.5
After the Sunset,2004,"Action, Comedy, Crime, Drama",United States of America,60000000,61347797,11945666,6
xXx: State of the Union,2005,"Action, Adventure, Crime, Drama, Mystery, Thriller",United States of America,60000000,71073932,19144611,4.7
Doom,2005,"Adventure, Action, Horror",Czech Republic,60000000,55987321,11953553,5
Doom,2005,"Adventure, Action, Horror", Germany,60000000,55987321,11953553,5
Doom,2005,"Adventure, Action, Horror", United Kingdom,60000000,55987321,11953553,5
Doom,2005,"Adventure, Action, Horror", United States of America,60000000,55987321,11953553,5
Cheaper by the Dozen 2,2005,Comedy,United States of America,60000000,129181830,7101422,5.8
The Sentinel,2006,"Action, Thriller, Crime",United States of America,60000000,77920346,12915358,5.8
Flyboys,2006,"Action, Adventure, Drama, History, Romance, War",United Kingdom,60000000,17800000,5460942,6.3
Flyboys,2006,"Action, Adventure, Drama, History, Romance, War", United States of America,60000000,17800000,5460942,6.3
Bridge to Terabithia,2007,"Adventure, Drama, Family",United States of America,60000000,137587063,8460206,7
Norbit,2007,Comedy,United States of America,60000000,95673607,7667874,5
The Heartbreak Kid,2007,Comedy,United States of America,60000000,127766650,9149612,5.7
Alvin and the Chipmunks,2007,"Comedy, Music, Family, Fantasy, Animation",United States of America,60000000,361366633,11805233,5.5
The Happening,2008,"Thriller, Science Fiction",United States of America,60000000,163403799,622229,4.9
The Happening,2008,"Thriller, Science Fiction", India,60000000,163403799,622229,4.9
The Happening,2008,"Thriller, Science Fiction", France,60000000,163403799,622229,4.9
Meet Dave,2008,"Comedy, Science Fiction, Adventure, Family",United States of America,60000000,50650079,11542926,5.1
The Spirit,2008,"Action, Comedy, Thriller, Crime, Science Fiction",United States of America,60000000,39031337,5762005,4.7
Righteous Kill,2008,"Action, Crime, Drama, Thriller",United States of America,60000000,73174566,7094624,5.9
Marley & Me,2008,"Comedy, Family",United States of America,60000000,244082376,9729748,6.9
The Tale of Despereaux,2008,"Adventure, Animation, Family",United Kingdom,60000000,50877145,12364579,5.8
The Tale of Despereaux,2008,"Adventure, Animation, Family", United States of America,60000000,50877145,12364579,5.8
Inkheart,2008,"Adventure, Family, Fantasy",Germany,60000000,57490374,13570926,6
Inkheart,2008,"Adventure, Family, Fantasy", United Kingdom,60000000,57490374,13570926,6
Inkheart,2008,"Adventure, Family, Fantasy", United States of America,60000000,57490374,13570926,6
Coraline,2009,"Animation, Family",United States of America,60000000,124596398,16639915,7.3
State of Play,2009,Action,France,60000000,87784194,8905732,6.7
State of Play,2009,Action, United Kingdom,60000000,87784194,8905732,6.7
State of Play,2009,Action, United States of America,60000000,87784194,8905732,6.7
The Soloist,2009,Drama,United States of America,60000000,31720158,11328316,6.6
Year One,2009,"Comedy, Adventure",United States of America,60000000,62357900,10087637,4.6
Invictus,2009,"Drama, History",United States of America,60000000,122233971,9109838,7
Ice Age,2002,"Animation, Comedy, Family, Adventure",United States of America,59000000,383257136,17328902,7.1
GoldenEye,1995,"Adventure, Action, Thriller",United Kingdom,58000000,352194034,14686036,6.6
GoldenEye,1995,"Adventure, Action, Thriller", United States of America,58000000,352194034,14686036,6.6
The Cotton Club,1984,"Music, Drama, Crime, Romance",United States of America,58000000,25928721,9508061,6.5
Just Like Heaven,2005,"Comedy, Fantasy, Romance",United States of America,58000000,102854431,8351773,6.5
Leatherheads,2008,"Comedy, Romance, Drama",Germany,58000000,41299492,937102,5.7
Leatherheads,2008,"Comedy, Romance, Drama", United States of America,58000000,41299492,937102,5.7
Did You Hear About the Morgans?,2009,Comedy,United States of America,58000000,85280250,7323405,5.1
Demolition Man,1993,"Crime, Action, Science Fiction",United States of America,57000000,159055768,11626116,6.4
DragonHeart,1996,Fantasy,United States of America,57000000,115267375,2363659,6.4
The Devil's Advocate,1997,"Drama, Horror, Mystery, Thriller",Germany,57000000,152944660,10920124,7.2
The Devil's Advocate,1997,"Drama, Horror, Mystery, Thriller", United States of America,57000000,152944660,10920124,7.2
The Mexican,2001,"Action, Comedy, Crime, Romance",Mexico,57000000,147845033,9958406,5.8
The Mexican,2001,"Action, Comedy, Crime, Romance", United States of America,57000000,147845033,9958406,5.8
Captain Corelli's Mandolin,2001,"Drama, History, Romance",United Kingdom,57000000,62112895,9243715,5.6
Captain Corelli's Mandolin,2001,"Drama, History, Romance", United States of America,57000000,62112895,9243715,5.6
Captain Corelli's Mandolin,2001,"Drama, History, Romance", France,57000000,62112895,9243715,5.6
Rock Star,2001,"Music, Drama, Comedy",United States of America,57000000,16991902,10076223,6
Thunderbirds,2004,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction",United Kingdom,57000000,28283637,14363421,4.2
Thunderbirds,2004,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction", France,57000000,28283637,14363421,4.2
Elizabethtown,2005,"Comedy, Drama, Romance",United States of America,57000000,52034889,1182081,6.1
Gods and Generals,2003,"Drama, History, War",United States of America,56000000,12923936,5374563,6.1
Walking Tall,2004,"Adventure, Drama, Action, Thriller",United States of America,56000000,57223890,10577565,6
The Pacifier,2005,"Action, Comedy, Drama, Family, Thriller",Canada,56000000,113006880,781645,5.8
The Pacifier,2005,"Action, Comedy, Drama, Family, Thriller", United States of America,56000000,113006880,781645,5.8
Pocahontas,1995,"Adventure, Animation, Drama, Family",United States of America,55000000,346079773,13280069,6.7
First Knight,1995,"Action, Adventure, Drama, Romance",United States of America,55000000,127600435,15178338,5.9
Disclosure,1994,"Drama, Thriller, Crime, Mystery, Romance",United States of America,55000000,214015089,11812244,5.9
Stargate,1994,"Action, Adventure, Science Fiction",France,55000000,196567262,13328924,6.8
Stargate,1994,"Action, Adventure, Science Fiction", United States of America,55000000,196567262,13328924,6.8
Forrest Gump,1994,"Comedy, Drama, Romance",United States of America,55000000,677945399,48307194,8.2
Executive Decision,1996,"Action, Adventure, Drama, Thriller",United States of America,55000000,121969216,13106291,5.8
The Fan,1996,"Drama, Mystery, Thriller",United States of America,55000000,18626419,12202063,5.7
Evita,1996,"History, Drama, Music",United States of America,55000000,141047179,6709803,5.9
Evita,1996,"History, Drama, Music", Hungary,55000000,141047179,6709803,5.9
Turbulence,1997,"Action, Thriller, Crime",United States of America,55000000,11466088,5304043,5.2
Metro,1997,"Action, Adventure, Comedy, Crime, Thriller",United States of America,55000000,31987563,10519481,5.3
City of Angels,1998,"Drama, Fantasy, Romance",United States of America,55000000,198685114,8228219,6.5
City of Angels,1998,"Drama, Fantasy, Romance", Germany,55000000,198685114,8228219,6.5
Ronin,1998,"Action, Thriller, Crime, Adventure",France,55000000,41610884,9672094,6.8
Ronin,1998,"Action, Thriller, Crime, Adventure", United Kingdom,55000000,41610884,9672094,6.8
Ronin,1998,"Action, Thriller, Crime, Adventure", United States of America,55000000,41610884,9672094,6.8
Superman,1978,"Action, Adventure, Fantasy, Science Fiction",United Kingdom,55000000,300218018,15460102,6.9
Superman,1978,"Action, Adventure, Fantasy, Science Fiction", United States of America,55000000,300218018,15460102,6.9
Any Given Sunday,1999,Drama,United States of America,55000000,100230832,10571434,6.8
Death Becomes Her,1992,"Fantasy, Comedy",United States of America,55000000,149022650,11017417,6.3
Shanghai Noon,2000,"Adventure, Action, Comedy, Western",Hong Kong,55000000,56932305,10308442,6.2
Shanghai Noon,2000,"Adventure, Action, Comedy, Western", United States of America,55000000,56932305,10308442,6.2
Meet the Parents,2000,"Comedy, Romance",United States of America,55000000,330444045,14178281,6.6
Ishtar,1987,"Action, Adventure, Comedy",United States of America,55000000,14375181,3986985,4.3
Tango & Cash,1989,"Action, Adventure, Comedy",United States of America,55000000,63408614,7507261,6.1
Maid in Manhattan,2002,"Comedy, Drama, Romance",United States of America,55000000,154906693,7291939,5.6
The Hunted,2003,"Drama, Action, Thriller, Crime",United States of America,55000000,34234008,7481524,6
American Wedding,2003,"Comedy, Romance",United States of America,55000000,231449203,14397139,6
Stuck on You,2003,Comedy,United States of America,55000000,33828318,696675,5.1
D-Tox,2002,"Action, Thriller",United States of America,55000000,6416302,13374415,5.4
Flightplan,2005,"Thriller, Drama, Mystery",United States of America,55000000,223387299,12419851,6.1
16 Blocks,2006,"Action, Adventure, Crime, Thriller",United States of America,55000000,65664721,11887779,6.2
16 Blocks,2006,"Action, Adventure, Crime, Thriller", Germany,55000000,65664721,11887779,6.2
The Pursuit of Happyness,2006,Drama,United States of America,55000000,307077295,20981716,7.7
All the King's Men,2006,"Drama, Thriller",United States of America,55000000,9450897,7991168,5.7
3:10 to Yuma,2007,Western,United States of America,55000000,70016220,18079094,6.9
Elizabeth: The Golden Age,2007,"Drama, History, Romance",United Kingdom,55000000,74237563,7608243,6.6
The Forbidden Kingdom,2008,"Action, Adventure, Fantasy",China,55000000,127906624,6997601,6.3
The Forbidden Kingdom,2008,"Action, Adventure, Fantasy", United States of America,55000000,127906624,6997601,6.3
