title,year,imdb,tmdb,genre
Stand by Me Doraemon 2,2020,7.7,7.6,animation
SanPa: Sins of the Savior,2020,7.8,7.6,documentation
Persona,2019,6.6,6.5,drama
Cuties,2020,3.3,5.3,drama
BNA,2020,7.2,8.5,scifi
Carmen Sandiego,2019,7.9,8.1,action
The Forest of Love,2019,6.3,6.6,drama
The Liberator,2020,7.6,7.2,animation
Trial by Media,2020,7.1,7.2,crime
Connected,2020,7.5,8,documentation
Jo Koy: CominÕ In Hot,2019,7.3,7.1,comedy
Pokmon: Mewtwo Strikes Back - Evolution,2019,5.7,6.7,animation
Love Alarm,2019,6.8,8.5,scifi
The Stand In,2020,4.7,5.6,comedy
The Boys in the Band,2020,6.8,6.9,drama
The Eddy,2020,7.1,6.6,drama
Love & Anarchy,2020,7.4,7.4,comedy
Arthdal Chronicles,2019,8.3,7.9,drama
Let It Snow,2019,5.8,6.1,comedy
The Decline,2020,6,6.2,thriller
Backdraft 2,2019,0,6.6,drama
The Mess You Leave Behind,2020,6.8,6.9,thriller
Til Death Do Us Part,2019,0,9,scifi
Disclosure,2020,8.2,8.2,documentation
How I Became a Super Hero,2020,5.8,6.2,drama
The Coldest Game,2019,6.2,6.2,drama
Death to 2020,2020,6.8,6.6,comedy
Pete Davidson: Alive from New York,2020,6.1,6.2,comedy
Lying and Stealing,2019,5.4,6,crime
Carole & Tuesday,2019,7.8,7.6,scifi
Vampires,2020,5.6,7.5,scifi
Criminal: Spain,2019,0,6.6,crime
Becoming,2020,6.8,7.5,documentation
Escaping the NXIVM Cult: A Mother's Fight to Save Her Daughter,2019,5.3,5,crime
Invader ZIM: Enter the Florpus,2019,7.4,7.5,drama
The Trial,2019,7.2,7.3,crime
Bloodride,2020,0,7,scifi
Athlete A,2020,7.6,7.7,documentation
Killer Ratings,2019,7.6,7.6,documentation
The Last Kids on Earth,2019,7.3,8.4,animation
#blackAF,2020,0,7.1,comedy
Japan Sinks: 2020,2020,6.4,7.4,action
An Easy Girl,2019,5.6,5.6,comedy
9to5: The Story of A Movement,2020,7.4,6.6,documentation
Lenox Hill,2020,8.7,6.8,documentation
The Alcsser Murders,2019,7.1,7.4,documentation
We Are the Wave,2019,6.2,5.7,drama
The Lost Husband,2020,6.1,7.1,romance
The Possessed,2020,5.7,10,thriller
Made You Look: A True Story About Fake Art,2020,7,7,documentation
Screwball,2019,7.1,6.2,documentation
Holidate,2020,6.1,7.1,romance
The Wedding Guest,2019,5.8,5.6,thriller
Ne Zha,2019,0,8,fantasy
Only,2020,0,5.5,romance
Then Came You,2019,6.9,7.5,comedy
Kevin Hart: Don't F**k This Up,2019,6.4,6.1,documentation
Hannah Gadsby: Douglas,2020,0,7.5,comedy
Bren Brown: The Call to Courage,2019,7.7,7.1,documentation
Touch Your Heart,2019,7.7,8.4,comedy
Anthony Jeselnik: Fire in the Maternity Ward,2019,7.2,7,comedy
Vagabond,2019,8.2,8.5,drama
The Duchess,2020,0,7.1,drama
John Mulaney & The Sack Lunch Bunch,2019,7.4,7.1,comedy
Amy Schumer: Growing,2019,5.4,6.2,comedy
Don't Listen,2020,0,6.5,thriller
Otherhood,2019,6.1,6.2,comedy
Twin Murders: The Silence of the White City,2019,5.3,5.6,crime
Jingle Jangle: A Christmas Journey,2020,6.5,6.6,music
Night on Earth,2020,0,7.4,documentation
Love 101,2020,7.5,8.2,comedy
The Big Flower Fight,2020,7.4,6.9,reality
Wizards: Tales of Arcadia,2020,0,8.3,action
Lovestruck in the City,2020,7.7,7.7,drama
Hospital Playlist,2020,8.8,9,comedy
Diagnosis,2019,0,7.9,documentation
Framing John DeLorean,2019,6.5,6.2,drama
A Cinderella Story: Christmas Wish,2019,5.3,6.5,romance
A Sun,2019,0,7.6,drama
How to Fix a Drug Scandal,2020,7,7.3,crime
Inside Man: Most Wanted,2019,5.6,6.7,thriller
Dream Home Makeover,2020,5.5,7.8,reality
Dance of the Forty One,2020,6.8,7.9,drama
The Kissing Booth 2,2020,5.7,7.8,comedy
Ricky Zoom,2019,6.3,7.3,animation
The Barrier,2020,6.8,7.2,scifi
Power Players,2019,5.9,0,scifi
Definition Please,2020,5.5,1,drama
Unknown Origins,2020,6.1,6.2,thriller
Fast & Furious Spy Racers,2019,5.7,6.9,comedy
Ashley Garcia: Genius in Love,2020,6.8,7.8,comedy
Coven,2020,6.4,6.7,drama
Nadiya Bakes,2020,0,10,documentation
Falling Inn Love,2019,5.6,6.5,comedy
Nate Bargatze: The Tennessee Kid,2019,7.6,7.5,comedy
Extracurricular,2020,0,8.2,drama
Dangerous Lies,2020,5.3,6.4,thriller
Get Even,2020,0,7.9,drama
Human Nature,2019,7.7,7.2,documentation
Beats,2019,6.3,6.8,drama
Run On,2020,0,8.1,drama
A Secret Love,2020,7.8,7.4,documentation
Earthquake Bird,2019,5.9,5.9,romance
LEGO Marvel Spider-Man: Vexed by Venom,2019,5.6,7.2,animation
The Playbook,2020,7.4,6.8,documentation
The Hard Way,2019,4.8,5.4,action
Cut Throat City,2020,4.8,6.6,crime
Family Business,2019,7.4,7.3,comedy
Tigertail,2020,6.6,6.9,drama
Babies,2020,0,7.6,documentation
Knock Down the House,2019,7.1,7.4,documentation
We Are the Champions,2020,7.1,5.8,documentation
My First First Love,2019,7.5,8.3,drama
Jim Jefferies: Intolerant,2020,7.2,7.2,comedy
Dragon's Dogma,2020,0,7.2,scifi
Your Name Engraved Herein,2020,7.3,8.2,drama
Alien Worlds,2020,6.5,6.8,documentation
Dolly Parton: Here I Am,2019,7.3,7.7,music
The InBESTigators,2019,8.1,8.8,crime
Criminal: France,2019,0,7.2,crime
The Circle France,2020,7.4,8.5,reality
Desperados,2020,5.2,6.1,comedy
AJ and the Queen,2020,7.4,7.8,comedy
David Foster: Off the Record,2019,6.9,7,documentation
Mythomaniac,2019,6.7,6.7,comedy
Watchman,2019,0,5.2,thriller
The American Barbecue Showdown,2020,7.1,6.2,reality
Freaks Ð You're One of Us,2020,5.4,5.7,thriller
History 101,2020,6.8,7.2,documentation
Michelle Wolf: Joke Show,2019,7.2,6.8,comedy
Twice Upon a Time,2019,6.3,6.6,scifi
The Edge of All We Know,2020,6.6,6.8,documentation
Have a Good Trip: Adventures in Psychedelics,2020,6.8,6.8,documentation
Sebastian Maniscalco: Stay Hungry,2019,7.1,6.4,comedy
Lunatics,2019,6.6,6.2,comedy
The Knight Before Christmas,2019,5.5,6.5,drama
Silver Skates,2020,7.1,7.8,romance
Chef's Table: BBQ,2020,7.8,7.7,documentation
Time to Hunt,2020,6.3,7.2,drama
Blood & Water,2020,0,7.9,drama
System Crasher,2019,7.8,7.7,drama
Who Killed Little Gregory?,2019,7.4,7.6,crime
Beyblade Burst Surge,2020,0,9.5,animation
Hyperdrive,2019,0,7.5,reality
Homecoming: A Film by Beyonc,2019,7.4,8.2,music
Schulz Saves America,2020,7.3,7.3,comedy
Nikki Glaser: Bangin',2019,6.1,6.6,comedy
Criminal: Germany,2019,7.7,7.1,drama
Beyblade Burst Rise,2019,5.7,0,action
Sergio,2020,6.2,6.7,drama
Mosul,2019,0,6.7,drama
Heaven Official's Blessing,2020,8.3,8.5,action
Girls from Ipanema,2019,7.8,7.2,drama
Brother,2019,6.7,6.6,drama
Do Do Sol Sol La La Sol,2020,7.4,7.8,comedy
The Operative,2019,5.7,5.7,thriller
ReMastered: The Two Killings of Sam Cooke,2019,7.2,6.9,documentation
Love Wedding Repeat,2020,5.5,5.7,romance
Gather,2020,7.8,7.4,documentation
The Silence of the Marsh,2019,0,5.3,thriller
The Show Must Go On: The Queen + Adam Lambert Story,2019,7.8,7.5,documentation
Iron Fists and Kung Fu Kicks,2019,6.6,7,documentation
Taj Mahal 1989,2020,7.4,7.3,drama
Benchwarmers 2: Breaking Balls,2019,4.1,4.5,comedy
I'm No Longer Here,2019,7.3,7.7,drama
Glow Up: Britain's Next Make-Up Star,2019,6.8,7,reality
Rocko's Modern Life: Static Cling,2019,6.9,6.5,comedy
Dear Mother,2020,5.8,5.9,comedy
Rising High,2020,5.9,6.7,comedy
Magical Andes,2019,7.8,8.3,documentation
Dragons: Rescue Riders,2019,5.9,7,animation
My Perfect Landing,2020,6.6,9,family
Uncorked,2020,6.4,6.1,drama
The Crowned Clown,2019,8,8.7,action
Mr. Iglesias,2019,7.1,7.5,comedy
Undercover Brother 2,2019,3.4,4.1,action
Crime Diaries: Night Out,2019,7.3,7.3,crime
Pets United,2019,3.7,5.9,comedy
Under the Eiffel Tower,2019,5.4,6.1,romance
Awake: The Million Dollar Game,2019,5.9,6,reality
Oktoberfest: Beer & Blood,2020,6.8,7,drama
Dragons: Rescue Riders: Secrets of the Songwing,2020,5.1,8,animation
All My Friends Are Dead,2020,5.8,5.9,thriller
SAINT SEIYA: Knights of the Zodiac,2019,4.5,7.3,scifi
Holiday in the Wild,2019,6.1,6.5,romance
Hache,2019,6.5,6.6,crime
LEGO Marvel Avengers: Climate Conundrum,2020,6.6,7,action
Bert Kreischer: Hey Big Boy,2020,7,7.2,comedy
Ronny Chieng: Asian Comedian Destroys America!,2019,7.4,6.9,comedy
The Edge of Democracy,2019,7.2,7.8,documentation
Sextuplets,2019,4.4,6.3,comedy
Legacy of Lies,2020,5,5.6,thriller
The Chosen One,2019,5.7,8.2,thriller
Mystic Pop-up Bar,2020,8,8.3,scifi
Big Timber,2020,6.5,7,reality
M8 - When Death Rescues Life,2019,7,7.7,drama
Carmel: Who Killed Maria Marta?,2020,7,7.6,crime
Morphle,2019,5.1,10,animation
Taco Chronicles,2019,0,7.9,documentation
Women of the Night,2019,6.3,6.9,crime
Guilty,2020,0,6.7,thriller
Go!,2020,5.9,6.8,family
100 Humans: Life's Questions. Answered.,2020,5.7,6.5,documentation
Nobody's Looking,2019,7.7,7.6,comedy
Seven,2019,7.5,0,drama
(Un)Well,2020,6.4,6.7,reality
Heroes of Goo Jit Zu,2019,7.5,0,animation
Miracle in Cell No. 7,2019,8.2,8.3,drama
Lady Driver,2020,5.8,6.3,drama
The Last Word,2020,7,6.7,comedy
Captain Underpants: Mega Blissmas,2020,5.3,5.7,comedy
Broken,2019,0,7.4,documentation
The Innocence Files,2020,8,7.4,documentation
Furie,2019,5.6,5.8,thriller
Mortel,2019,6.5,7.5,fantasy
Hard Kill,2020,3.4,5.1,thriller
Next in Fashion,2020,7.3,8,reality
Losers,2019,7.6,7.4,documentation
Kota Factory,2019,9.3,8.2,drama
1994,2019,7.5,8.7,documentation
The School Nurse Files,2020,6.4,7.8,scifi
Work It,2020,6.1,7.7,music
Ultras,2020,6.2,6.1,drama
Bethany Hamilton: Unstoppable,2019,7.4,7.9,documentation
Jungle Beat: The Movie,2020,5.5,7,scifi
Monarca,2019,7.8,7.6,drama
Les de l'hoquei,2019,6.8,7.7,sport
The Binding,2020,4.8,5.5,drama
If Anything Happens I Love You,2020,0,7.8,drama
Residue,2020,6.5,5.3,drama
La Lnea: Shadow of Narco,2020,6.4,6.7,crime
The Witcher: A Look Inside the Episodes,2020,7.1,5.4,documentation
Feel the Beat,2020,6.3,7.7,drama
Debt Collectors,2020,5.7,6.1,comedy
Ella Fitzgerald: Just One of Those Things,2019,6.9,7.1,music
All Together Now,2020,6.5,6.8,drama
Coffee & Kareem,2020,5.1,5.5,action
Gigantosaurus,2019,6.9,7,animation
Fortune Feimster: Sweet & Salty,2020,6.9,6,comedy
Family Reunion,2019,6.4,8.6,family
Tom Segura: Ball Hog,2020,7.3,6.8,comedy
Record of Youth,2020,7.3,8.4,drama
Dark Forces,2020,2.7,4.3,thriller
The Hater,2020,0,6.9,drama
Offering to the Storm,2020,6.2,6.5,crime
You Cannot Hide,2019,6.4,7.2,action
The Minions of Midas,2020,6.6,7,crime
Hoops,2020,0,7.3,comedy
Unstoppable,2020,0,8.5,drama
Elisa & Marcela,2019,6.6,7.4,romance
18 Presents,2020,6.9,7.5,fantasy
Rose Island,2020,7,7.1,drama
Oprah Winfrey Presents: When They See Us Now,2019,7.8,8.1,documentation
Osmosis,2019,5.8,5.9,scifi
Drug Squad: Costa del Sol,2019,6.8,7,action
Sky High,2020,5.6,6.2,crime
Twelve Forever,2019,6.6,6.4,animation
Funan,2019,6.9,7,drama
Circus of Books,2019,7.1,7,documentation
Jinn,2019,3.5,6.5,scifi
Wheels of Fortune,2020,5.3,5.3,comedy
She,2020,0,6.3,drama
The Grizzlies,2019,7.5,7.6,drama
Jo Koy: In His Elements,2020,5.4,5.6,comedy
Jenny Slate: Stage Fright,2019,5.8,5.9,comedy
Her Mother's Killer,2020,0,7.5,drama
Always a Witch,2019,6.3,7.2,scifi
My Holo Love,2020,7.6,8.6,scifi
Flavorful Origins,2019,7.6,8.3,documentation
Yankee,2019,5.9,6.6,drama
Omniscient,2020,6.5,6.7,scifi
Seis Manos,2019,7.1,6.9,drama
The F**k-It List,2020,5.1,6.2,comedy
Apache: The Life of Carlos Tevez,2019,7.3,7.6,drama
Jerry Seinfeld: 23 Hours to Kill,2020,6.7,6.2,comedy
You vs. Wild,2019,6.6,6.7,action
Immigration Nation,2020,7.4,7,documentation
The Cabin with Bert Kreischer,2020,6.6,9,reality
ZZ Top: That Little Ol' Band from Texas,2019,7.5,7.5,documentation
Super Deluxe,2019,8.4,7.8,thriller
The Speed Cubers,2020,0,7.6,documentation
The Stranded,2019,6.2,7.2,drama
Who Killed Malcolm X?,2019,7.5,7.5,crime
Pandemic: How to Prevent an Outbreak,2020,6.3,7,documentation
Curon,2020,0,7,scifi
Villain,2020,5.9,5.9,drama
Kissing Game,2020,0,7.1,drama
Rogue City,2020,0,5.9,thriller
Luna Nera,2020,6,7.8,drama
Reality Z,2020,5.6,6.8,comedy
The Least Expected Day: Inside the Movistar Team 2019,2020,7.4,7.1,documentation
Rookie Historian Goo Hae-Ryung,2019,8.2,8.2,romance
Delhi Crime,2019,8.5,8.2,drama
The Surgeon's Cut,2020,8.5,7.7,documentation
Larry the Cable Guy: Remain Seated,2020,6.6,5.5,comedy
Seth Meyers: Lobby Baby,2019,7.4,7,comedy
Can You Hear Me?,2019,7.6,8.8,drama
Svaha: The Sixth Finger,2019,6.2,6.6,thriller
BREAK IT ALL: The History of Rock in Latin America,2020,7.6,7.6,documentation
World Famous Lover,2020,5,5.9,romance
Bulbbul,2020,6.5,6.8,fantasy
Terrace House: Tokyo 2019-2020,2019,7.4,7.2,reality
Queen Sono,2020,5.9,7.5,drama
The Goop Lab,2020,2.5,3.5,documentation
Money Heist: The Phenomenon,2020,7.4,7.5,documentation
Gold Statue,2019,6.2,5,comedy
The Great Heist,2020,7.3,7.3,drama
The Present,2020,0,7,drama
Burning Cane,2019,5.5,5.8,drama
My Country: The New Age,2019,0,7.6,action
Pup Academy,2019,6.6,7.1,family
The King's Avatar,2019,8.2,8.9,action
World's Most Wanted,2020,7.1,8,crime
Gabriel Iglesias: One Show Fits All,2019,7.2,6.6,comedy
Street Food,2019,7.9,7.9,documentation
Into the Beat,2020,5.3,6.4,drama
Home Game,2020,7,6.4,documentation
The Unlisted,2019,6.7,7.5,family
Saaho,2019,5.5,6.2,thriller
Game Over,2019,7,6.3,thriller
45 RPM,2019,7.2,6.9,drama
Trailer Park Boys: The Animated Series,2019,7.6,7.3,animation
El Dragn: Return of a Warrior,2019,6.8,7.4,action
Malibu Rescue: The Series,2019,5.4,8,comedy
A Kid from Coney Island,2019,7,6.8,documentation
A Remarkable Tale,2019,5.3,5.7,comedy
The Club,2019,0,7.6,comedy
Michael McIntyre: Showman,2020,7.1,7.7,comedy
Sneakerheads,2020,0,7.5,comedy
Jezebel,2020,6.9,6.6,drama
Trouble,2019,5.8,6.7,comedy
U Turn,2020,4.3,0,horror
Patria,2019,7.2,6.6,documentation
A Love Song for Latasha,2019,0,7.1,documentation
Dave Chappelle: The Kennedy Center Mark Twain Prize,2020,0,7.4,comedy
Private Lives,2020,6.7,6.4,action
Rising Phoenix,2020,8.1,8.2,documentation
Win the Wilderness: Alaska,2020,6.9,8,documentation
7SEEDS,2019,6.3,8.1,scifi
NiNoKuni,2019,6.1,6.7,fantasy
Jamtara Ð Sabka Number Ayega,2020,7.3,7.6,drama
Mucho Mucho Amor: The Legend of Walter Mercado,2020,7.3,7.4,documentation
Hyena,2020,7.7,8.7,drama
Stolen Away,2020,7.1,7.1,thriller
The Main Event,2020,4.8,6.7,comedy
Cagaster of an Insect Cage,2020,0,8.2,scifi
Search: WWW,2019,7.9,8.5,comedy
Jack Whitehall: I'm Only Joking,2020,6.6,6.2,comedy
Hook,2020,6.5,6.3,drama
I Hear You,2019,7.3,7.9,drama
Leila,2019,4.7,7,war
Violet Evergarden: Eternity and the Auto Memories Doll,2019,7.4,8.3,family
Operation Christmas Drop,2020,5.8,6.5,romance
Merry Happy Whatever,2019,6.4,6.6,comedy
Ek Ladki Ko Dekha Toh Aisa Laga,2019,5.6,5.8,drama
Well-Intended Love,2019,7.2,8.1,drama
The Neighbor,2019,6.5,6.6,comedy
Dragon Rider,2020,5.6,7.3,family
The Healing Powers of Dude,2020,6.5,7.2,fantasy
American Son,2019,5.8,6.1,drama
Only Mine,2019,4.6,5.3,drama
Best of Stand-up 2020,2020,5.4,5.6,comedy
Back with the Ex,2019,6.2,8.3,reality
Triad Princess,2019,6.8,7,drama
The Crimes That Bind,2020,6.7,6.4,drama
Bheeshma,2020,0,6.6,romance
Rich in Love,2020,6,7.8,romance
Last One Standing,2019,7,0,scifi
The Big Show Show,2020,6.3,7.5,comedy
Basketball or Nothing,2019,7.4,8.3,documentation
The Christmas Chronicles: Part Two,2020,6,6.6,comedy
Memories of a Teenager,2019,6.5,7.8,drama
The Beast,2020,5.2,6.3,crime
The Lies Within,2019,7,7.9,crime
The Yin-Yang Master: Dream of Eternity,2020,6.4,7.7,scifi
Glitch Techs,2020,0,8.3,scifi
Go! Live Your Way,2019,6.7,9.3,drama
One Spring Night,2019,7.9,8.4,drama
The Man Without Gravity,2019,5.8,7.3,drama
Bad Boy Billionaires: India,2020,7.9,8,crime
Designated Survivor: 60 Days,2019,8.1,8.4,war
Cinderela Pop,2019,4.5,6.5,romance
Cannon Busters,2019,6.7,6.7,scifi
Million Dollar Beach House,2020,4.2,5.7,reality
Notes for My Son,2020,6.4,7.6,drama
Street Flow,2019,6.4,7.1,drama
Juanita,2019,6,5.2,drama
Absurd Planet,2020,3.9,5.9,documentation
My Husband Won't Fit,2019,6.7,6.1,drama
Intuition,2020,5.5,6.3,thriller
When the Camellia Blooms,2019,8,8.3,comedy
Mrs. Serial Killer,2020,5.3,6.4,thriller
The Forest of Love: Deep Cut,2020,6.8,6.9,crime
A Land Imagined,2019,6.2,6,drama
revisions,2019,5.9,7,action
The Last Days of American Crime,2020,3.7,6.6,crime
The Prince of Tennis ~ Match! Tennis Juniors ~,2019,7.6,9.2,drama
Ainu Mosir,2020,6.6,7,drama
37 Seconds,2019,7.4,7.4,drama
Jo Pil-ho: The Dawning Rage,2019,6.3,6.1,drama
Ultramarine Magmell,2019,6,6.9,action
The Ruthless,2019,6.2,6.2,crime
Under the Riccione Sun,2020,0,6.2,comedy
In Family I Trust,2019,6.2,6.3,comedy
DNA,2020,6,6.2,drama
A Life of Speed: The Juan Manuel Fangio Story,2020,6.9,7.2,documentation
A California Christmas,2020,5.8,6.4,romance
Super Me,2019,5.8,7.7,fantasy
Picture a Scientist,2020,0,7.5,documentation
Girls with Balls,2019,3.9,4.3,comedy
4 latas,2019,5.9,5.8,drama
Jailbirds,2019,7,7.8,reality
Trial 4,2020,7.4,7.1,documentation
Chocolate,2019,0,6.9,drama
The Search,2020,0,7.2,comedy
Seventeen,2019,7.2,7.3,drama
Restaurants on the Edge,2019,6.7,0,reality
The Endless Trench,2019,7.2,6.9,thriller
The Victims' Game,2020,7.3,7.5,drama
Menendez: The Day of the Lord,2020,4.9,5.8,drama
Brother in Love,2019,7.1,6.9,comedy
Shaun the Sheep: Adventures from Mossy Bottom,2020,8.1,8.8,comedy
Examination of Conscience,2019,7.8,8.8,documentation
Playing with Fire,2019,5.9,7.1,drama
#AnneFrank. Parallel Stories,2019,6.5,6.9,drama
Mystery Lab,2020,7.4,7.4,comedy
It's Bruno!,2019,7.5,6.7,comedy
Spectros,2020,0,7,scifi
The Influence,2019,4.5,4.8,documentation
Kabir Singh,2019,7.2,6.9,drama
Shadow,2019,6.6,6.5,action
Bulbul Can Sing,2019,7,7.8,drama
Seized,2020,5.2,6.6,thriller
Roped,2020,5.4,6.3,romance
Rhythm + Flow,2019,7.6,8.2,reality
The 43,2019,7.1,6.9,documentation
Yanxi Palace: Princess Adventures,2019,0,10,drama
Jarhead: Law of Return,2019,5.6,6.5,war
The Last Laugh,2019,5.6,5.4,comedy
Secreto bien guardado,2019,4.9,10,drama
Flinch,2019,4.4,5.6,reality
Izzy's Koala World,2020,0,10,documentation
Grand-Daddy Day Care,2019,4.9,6.4,comedy
The Unsettling,2019,5.2,7,fantasy
Maradona in Mexico,2019,7.3,7.1,documentation
ReMastered: Devil at the Crossroads,2019,7,6.9,documentation
Brews Brothers,2020,5.1,5,comedy
Kardec,2019,6.1,6.6,history
Marc Maron: End Times Fun,2020,6.8,7,comedy
The Circle Brazil,2020,6.8,7.3,reality
The Man Who Feels No Pain,2019,7.3,6.9,action
Grass Is Greener,2019,7.1,6.9,documentation
Drifting Dragons,2020,6,7.7,action
The Idhun Chronicles,2020,5.3,7.4,scifi
Airplane Mode,2020,5.1,6.3,comedy
The Claus Family,2020,5.5,5.7,comedy
Murder to Mercy - The Cyntoia Brown Story,2020,6.3,7.1,documentation
Alien TV,2020,6.3,6.7,comedy
All in My Family,2019,0,6.4,documentation
Monster Run,2020,5.2,4.9,action
Andhaghaaram,2020,7.7,7.7,thriller
So My Grandma's a Lesbian!,2019,4.3,5.4,comedy
Felix Lobrecht: Hype,2020,5.8,6.7,comedy
Franco Escamilla: bienvenido al mundo,2019,7,8.6,comedy
Was It Love?,2020,7.1,8.3,drama
Tune in for Love,2019,0,7.9,romance
Tiny Creatures,2020,5,6.9,documentation
Walk. Ride. Rodeo.,2019,6.4,7,drama
The Scary House,2020,5.4,5.7,thriller
Legend of Exorcism,2020,7.7,9.5,scifi
Followers,2020,0,7.6,drama
The 2nd,2020,3.8,5.6,action
Love Aaj Kal,2020,0,6.1,drama
John Was Trying to Contact Aliens,2020,0,6.4,documentation
Ghost Stories,2020,0,5.1,horror
Out Of My League,2020,6.1,7,romance
LA Originals,2020,7.2,7.1,documentation
The Son,2019,0,5.3,thriller
Enter the Anime,2019,2.6,5.8,documentation
The Business of Drugs,2020,7.2,7,crime
Ramprasad Ki Tehrvi,2019,7.5,6.1,drama
Social Distance,2020,5.7,6.8,drama
The Ghost Bride,2020,6.3,7,drama
Forensic,2020,6.8,6.5,thriller
Badla,2019,7.8,7.4,thriller
BLACKPINK: Light Up the Sky,2020,7.5,8.4,documentation
Puerta 7,2020,5.6,7.1,thriller
Strain,2020,5.6,0,drama
Singapore Social,2019,4.9,10,reality
The Three Deaths of Marisela Escobedo,2020,8.1,9,crime
Huge in France,2019,6.8,5.3,comedy
Room 2806: The Accusation,2020,7,7.3,documentation
MOTHER,2020,0,6.9,drama
Alice Jnior,2019,6.8,6.8,romance
Rogue Warfare: Death of a Nation,2020,3.4,4.8,action
Jeff Dunham: Beside Himself,2019,6.9,7.5,comedy
Asphalt Burning,2020,5.1,5.4,action
Lingua Franca,2020,6.5,6.1,drama
Bolvar: Una lucha admirable,2019,7.3,7.7,romance
Isi & Ossi,2020,6.4,7,romance
Nowhere Man,2019,5.6,6.6,crime
Fatal Affair,2020,0,5.7,thriller
Ben Platt: Live from Radio City Music Hall,2020,0,8.1,documentation
Nobody Knows I'm Here,2020,0,6.9,drama
Rugal,2020,0,8,crime
What We Wanted,2020,5.9,5.9,drama
Monzn: A Knockout Blow,2019,7.9,8.3,crime
A Perfect Crime,2020,7.3,7.6,crime
Thackeray,2019,5.3,5.3,drama
Ni de coa,2020,2.8,4.8,comedy
Eye for an Eye,2019,0,6.7,thriller
The Sky Is Pink,2019,7.5,7.8,drama
Chris D'Elia: No Pain,2020,5.9,6.6,comedy
Luka Chuppi,2019,6.3,6.1,romance
Earth and Blood,2020,0,6.2,thriller
All Day and a Night,2020,5.9,6.2,drama
The Fisherman's Diary,2020,6.4,7.1,drama
Felipe Esparza: Bad Decisions,2020,5.4,10,comedy
Bennett's War,2019,6,7.1,drama
Paris Is Us,2019,4.6,4.3,drama
Rattlesnake,2019,4.6,5.2,horror
So Much Love to Give,2020,0,6.3,comedy
Crime Diaries: The Candidate,2019,7.5,7.4,war
Emicida: AmarElo - It's All for Yesterday,2020,8.5,8.8,music
Travis Scott: Look Mom I Can Fly,2019,6.3,7,music
Tom Papa: You're Doing Great!,2020,7.2,6.1,comedy
Best Leftovers Ever!,2020,5.6,6.8,reality
Sarah Cooper: Everything's Fine,2020,5.5,5.3,comedy
Dancing with the Birds,2019,0,8,documentation
Betaal,2020,5.4,6.7,action
Blood Will Tell,2019,6.1,6.2,thriller
Over Christmas,2020,0,6.1,drama
Brave Blue World,2019,6.7,6.5,documentation
Dating Around,2019,6.3,5.5,reality
Soni,2019,7.1,6.9,crime
A Babysitter's Guide to Monster Hunting,2020,5.4,6.2,fantasy
Too Handsome To Handle,2019,6.8,6,romance
Mismatched,2020,5.5,6.6,comedy
Fearless,2020,4.9,6.2,comedy
Justine,2019,6.7,6.8,drama
Rilakkuma and Kaoru,2019,8.3,7.2,comedy
Dragon Quest: Your Story,2019,6.5,6.8,action
Hello Ninja,2019,6.7,7,animation
ReMastered: The Miami Showband Massacre,2019,7,6.9,documentation
Bobbleheads: The Movie,2020,2.4,5.6,comedy
Dad Wanted,2020,5.7,7.6,drama
The Good Detective,2020,0,8.6,crime
Good Sam,2019,5.7,6,drama
Aziz Ansari: Right Now,2019,7.5,7.4,comedy
Stay Tuned!,2019,7.5,9,comedy
Sturgill Simpson Presents Sound & Fury,2019,0,6.3,animation
Wonder Boy,2019,0,6.8,documentation
Chief of Staff,2019,0,8.5,war
Katherine Ryan: Glitter Room,2019,6.7,6.7,comedy
Quiet,2020,6.4,7.2,drama
Secrets of the Saqqara Tomb,2020,7.2,7.4,documentation
Wish Upon a Unicorn,2020,5.4,7.1,fantasy
Ludo,2020,7.6,7.4,crime
Dolly Parton's Christmas on the Square,2020,5.2,5.9,comedy
Xico's Journey,2020,5.1,6.6,family
Holiday on Mars,2020,2.7,3.3,comedy
Wanda Sykes: Not Normal,2019,7.2,6.9,comedy
Giving Voice,2020,0,6.2,documentation
Midnight at the Magnolia,2020,5.8,6.3,comedy
Happy Jail,2019,6.9,10,documentation
All the Freckles in the World,2019,5.2,6.1,comedy
Say I Do,2020,7.7,7.7,reality
